,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Producation_area_factor,zone
6201,Andhra Pradesh,PRAKASAM,2012,Whole Year,Coconut,39.0,666000.0,17076.923076923078,South India
6263,Andhra Pradesh,PRAKASAM,2013,Whole Year,Coconut,39.0,646000.0,16564.102564102563,South India
6326,Andhra Pradesh,PRAKASAM,2014,Whole Year,Coconut,37.0,802000.0,21675.675675675677,South India
6442,Andhra Pradesh,SPSR NELLORE,2000,Whole Year,Coconut,422.0,4516050.0,10701.54028436019,South India
6479,Andhra Pradesh,SPSR NELLORE,2001,Whole Year,Coconut,590.0,6518448.0,11048.216949152542,South India
6526,Andhra Pradesh,SPSR NELLORE,2002,Whole Year,Coconut,599.0,6744240.0,11259.165275459098,South India
6579,Andhra Pradesh,SPSR NELLORE,2003,Whole Year,Coconut,487.0,5754840.0,11816.919917864476,South India
6626,Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Coconut,536.0,6296928.0,11748.0,South India
6660,Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Coconut,511.0,4460904.0,8729.753424657534,South India
6696,Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Coconut,511.0,6582416.0,12881.440313111547,South India
6751,Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Coconut,800.0,7306096.0,9132.62,South India
6785,Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Coconut,800.0,9033552.0,11291.94,South India
6856,Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Coconut,769.0,10769808.0,14004.95188556567,South India
6906,Andhra Pradesh,SPSR NELLORE,2012,Whole Year,Coconut,735.0,12558000.0,17085.714285714286,South India
6959,Andhra Pradesh,SPSR NELLORE,2013,Whole Year,Coconut,543.0,9000000.0,16574.585635359115,South India
